Unnamed: 0,ville_principale,Code,Libellé,loyer_m2,logements_vacants,med_revenu,jeunes,densite_pop,nouveaux_menages,beneficiaires_rsa,metropole,si_paris,temps_tgv_paris,dist_metropole,temps_trajet
437,Montpellier,34198,Pérols,15.1,6.3,26950.0,7.9,1593.5,14.2,52.5,0,0,205,10.76,26.07
438,Montpellier,34088,Cournonterral,11.8,10.4,22850.0,7.4,232.66,19.3,100.1,0,0,205,16.93,30.13
439,Montpellier,34217,Prades-le-Lez,14.1,4.6,26410.0,6.5,686.18,12.4,33.9,0,0,205,11.37,22.55
440,Montpellier,34227,Restinclières,12.9,3.6,26280.0,5.8,354.15,19.1,23.4,0,0,205,22.11,39.58
441,Montpellier,34244,Saint-Brès,13.6,5.5,24650.0,7.3,689.39,10.9,60.5,0,0,205,401.06,285.56
442,Montpellier,34249,Saint-Drézéry,12.9,4.9,27330.0,6.8,274.48,15.0,24.7,0,0,205,29.01,36.02
443,Montpellier,34256,Saint-Geniès-des-Mourgues,13.3,8.4,27690.0,4.9,182.19,9.1,11.7,0,0,205,22.16,36.82
444,Montpellier,34129,Lattes,15.7,3.8,26460.0,6.0,631.08,13.0,42.8,0,0,205,8.23,19.42
445,Montpellier,34270,Saint-Jean-de-Védas,15.1,4.7,25510.0,7.9,974.42,15.4,56.8,0,0,205,8.29,15.64
446,Montpellier,34295,Saussan,13.9,1.9,26260.0,5.7,495.28,14.1,31.8,0,0,205,11.88,20.11
447,Montpellier,34307,Sussargues,13.5,3.9,28460.0,5.1,434.46,13.4,26.1,0,0,205,31.01,37.96
448,Montpellier,34327,Vendargues,14.7,6.0,25340.0,7.2,782.67,12.5,43.4,0,0,205,16.22,26.81
449,Montpellier,34337,Villeneuve-lès-Maguelone,13.8,4.4,24010.0,8.9,458.37,9.4,62.6,0,0,205,13.39,25.9
450,Montpellier,34202,Pignan,14,6.7,24090.0,6.5,404.98,10.1,76.1,0,0,205,11.17,20.18
451,Montpellier,34259,Saint-Georges-d'Orques,13.6,9.9,25520.0,6.7,602.15,12.1,61.5,0,0,205,8.36,17.97
452,Nancy,54165,Dommartemont,11.1,4.2,39430.0,4.7,438.46,6.2,16.9,0,0,90,5.0,13.34
453,Nancy,54197,Fléville-devant-Nancy,11.8,2.7,28000.0,5.4,297.57,4.9,20.7,0,0,90,9.24,18.96
454,Nancy,54025,Art-sur-Meurthe,13.1,11.2,26470.0,11.3,144.35,10.6,35.4,0,0,90,9.42,19.57
455,Nancy,54265,Houdemont,11.8,3.6,28880.0,7.5,576.67,5.9,28.3,0,0,90,159.13,104.55
456,Nancy,54184,Essey-lès-Nancy,11.8,6.9,22890.0,8.4,1514.14,15.2,116.6,0,0,90,5.46,13.84
457,Nancy,54300,Laneuveville-devant-Nancy,11.1,8.2,23200.0,8.2,524.08,10.9,115.0,0,0,90,7.48,18.99
458,Nancy,54304,Laxou,11.4,8.2,23780.0,12.3,922.7,13.9,137.1,0,0,90,3.67,11.13
459,Nancy,54328,Ludres,11.6,3.4,27240.0,6.3,741.59,8.3,24.5,0,0,90,10.77,18.46
460,Nancy,54274,Jarville-la-Malgrange,11.2,9.0,19320.0,10.4,3905.83,14.2,217.9,0,0,90,4.55,12.97
461,Nancy,54357,Maxéville,11.1,11.1,17530.0,11.4,1771.61,17.5,224.7,0,0,90,5.73,12.5
462,Nancy,54395,Nancy,11.7,11.7,22360.0,24.1,6950.67,25.5,129.1,1,0,90,,
463,Nancy,54439,Pulnoy,11.9,3.6,24590.0,5.6,1390.27,10.0,52.7,0,0,90,8.14,17.93
464,Nancy,54482,Saint-Max,11.8,7.1,22560.0,8.5,5301.58,14.1,114.8,0,0,90,4.49,12.9
465,Nancy,54495,Saulxures-lès-Nancy,9.9,4.2,25490.0,5.6,612.14,8.1,66.5,0,0,90,6.87,17.24
466,Nancy,54498,Seichamps,9.9,3.8,24570.0,6.3,1195.58,7.2,52.3,0,0,90,9.53,21.12
467,Nancy,54257,Heillecourt,12.3,2.5,27340.0,6.7,1493.61,6.8,34.9,0,0,90,6.27,15.28
468,Nancy,54547,Vandœuvre-lès-Nancy,11.6,8.8,18680.0,23.2,3109.16,21.9,140.3,0,0,90,4.76,13.57
469,Nancy,54578,Villers-lès-Nancy,12,7.4,26760.0,12.0,1491.01,11.3,56.5,0,0,90,4.72,13.85
470,Nancy,54526,Tomblaine,12.1,5.8,21630.0,8.1,1610.54,11.9,94.6,0,0,90,4.89,12.42
471,Nancy,54339,Malzéville,10.7,7.0,23270.0,7.6,1056.93,9.8,100.7,0,0,90,3.62,12.01
472,Nantes,44009,Basse-Goulaine,12.8,3.1,29050.0,7.3,697.45,8.3,26.4,0,0,123,13.2,23.55
473,Nantes,44020,Bouguenais,12.8,3.1,23740.0,7.0,647.94,10.6,168.1,0,0,123,13.31,25.51
474,Nantes,44024,Brains,11.5,4.1,26040.0,6.2,183.73,6.6,10.9,0,0,123,19.98,29.6
475,Nantes,44026,Carquefou,13.2,4.8,27830.0,12.0,472.58,13.4,29.1,0,0,123,11.87,17.02
476,Nantes,44047,Couëron,12.5,3.6,24290.0,7.7,524.02,10.8,53.9,0,0,123,17.46,28.08
477,Nantes,44074,Indre,12.2,5.0,24380.0,6.8,878.72,12.6,70.2,0,0,123,,
478,Nantes,44094,Mauves-sur-Loire,11.7,5.1,25880.0,6.5,223.78,10.6,16.8,0,0,123,16.55,30.0
479,Nantes,44035,La Chapelle-sur-Erdre,13.2,2.7,28210.0,6.9,608.71,11.5,43.5,0,0,123,10.4,19.78
480,Nantes,44109,Nantes,14,6.2,24170.0,15.6,4957.12,22.1,100.7,1,0,123,,
481,Nantes,44114,Orvault,12.2,4.5,27140.0,8.1,1006.21,11.7,71.3,0,0,123,8.72,20.56
482,Nantes,44120,Le Pellerin,12.2,8.1,23370.0,6.7,175.1,13.9,36.2,0,0,123,23.74,33.25
483,Nantes,44143,Rezé,12.8,5.6,23550.0,8.7,3115.8,14.3,119.3,0,0,123,6.58,18.96
484,Nantes,44150,Saint-Aignan-Grandlieu,11.9,3.8,25410.0,5.9,222.68,6.0,24.6,0,0,123,17.29,31.38
485,Nantes,44162,Saint-Herblain,13.1,5.4,23000.0,8.9,1651.23,13.9,115.8,0,0,123,10.51,21.94
486,Nantes,44166,Saint-Jean-de-Boiseau,12.2,4.4,24230.0,5.8,524.74,13.2,42.6,0,0,123,21.43,30.67
487,Nantes,44171,Saint-Léger-les-Vignes,11.9,4.4,25730.0,6.2,316.31,9.3,14.9,0,0,123,22.43,30.97
488,Nantes,44172,Sainte-Luce-sur-Loire,13.1,2.2,25940.0,7.7,1362.02,12.1,56.6,0,0,123,8.74,18.35
489,Nantes,44190,Saint-Sébastien-sur-Loire,13,3.9,25500.0,8.1,2417.35,13.7,52.8,0,0,123,8.02,20.29
490,Nantes,44194,Sautron,13,4.9,29660.0,5.5,492.02,10.8,43.2,0,0,123,10.74,22.76
491,Nantes,44198,Les Sorinières,12.9,3.9,25570.0,7.9,694.69,13.4,53.9,0,0,123,11.4,26.7
492,Nantes,44101,La Montagne,12.1,4.1,24140.0,5.6,1802.22,10.4,44.8,0,0,123,19.16,30.96
493,Nantes,44215,Vertou,13,4.0,27590.0,7.2,728.35,11.4,33.6,0,0,123,16.5,22.65
494,Nantes,44018,Bouaye,12.5,3.2,25390.0,6.2,590.14,12.6,31.6,0,0,123,17.59,30.34
495,Nantes,44204,Thouaré-sur-Loire,12.4,1.8,26560.0,7.6,842.42,12.7,34.2,0,0,123,13.62,24.47
496,Nice,6006,Aspremont,18.3,11.3,29450.0,5.8,244.68,10.3,10.6,0,0,345,286.55,213.8
497,Nice,6009,Bairols,13.4,3.4,,2.4,8.16,13.0,0.0,0,0,345,54.27,60.21
498,Nice,6011,Beaulieu-sur-Mer,24.5,7.1,23880.0,4.7,4217.78,11.2,25.3,0,0,345,9.73,23.44
499,Nice,6013,Belvédère,10.6,6.2,21380.0,3.8,8.32,10.3,72.4,0,0,345,1159.86,660.57
500,Nice,6020,La Bollène-Vésubie,10.3,4.9,21550.0,5.4,17.58,14.9,38.4,0,0,345,56.58,65.97
501,Nice,6021,Bonson,13.4,7.8,24020.0,8.0,106.87,11.0,21.2,0,0,345,37.87,44.14
502,Nice,6025,Le Broc,11.7,10.9,25230.0,6.5,76.45,10.4,27.0,0,0,345,29.2,34.13
503,Nice,6027,Cagnes-sur-Mer,18.3,4.9,23940.0,6.6,2921.11,13.0,46.0,0,0,345,12.75,21.98
504,Nice,6032,Cap-d'Ail,27.8,7.7,26680.0,6.1,2254.0,9.3,35.0,0,0,345,18.31,22.12
505,Nice,6033,Carros,16.8,5.4,23480.0,7.6,879.27,10.6,45.6,0,0,345,26.31,29.54
506,Nice,6034,Castagniers,16,7.7,26050.0,5.7,224.93,9.8,24.4,0,0,345,16.02,23.62
507,Nice,6039,Châteauneuf-Villevieille,16,8.6,25730.0,6.3,115.6,10.2,16.3,0,0,345,21.02,30.39
508,Nice,6042,Clans,10.3,14.3,21960.0,5.2,17.8,8.8,49.3,0,0,345,261.09,189.03
509,Nice,6046,Colomars,18.8,5.3,28750.0,6.5,520.45,7.2,11.9,0,0,345,12.01,19.72
510,Nice,6054,Drap,16.1,9.5,21790.0,6.5,952.36,19.8,72.9,0,0,345,9.04,15.46
511,Nice,6055,Duranus,13.5,10.6,20110.0,5.1,9.75,2.9,0.0,0,0,345,32.87,45.76
512,Nice,6059,Èze,25.2,7.3,29970.0,5.5,230.42,7.4,26.6,0,0,345,1399.86,812.02
513,Nice,6060,Falicon,18.3,4.3,32330.0,4.9,405.96,7.3,8.3,0,0,345,9.74,14.2
514,Nice,6064,Gattières,15.4,4.4,27110.0,6.6,428.7,8.0,17.8,0,0,345,23.0,27.46
515,Nice,6065,La Gaude,15.8,5.2,29390.0,5.8,544.5,8.5,17.7,0,0,345,21.0,35.1
516,Nice,6066,Gilette,13.4,8.0,24760.0,8.6,157.65,9.4,9.7,0,0,345,,
517,Nice,6072,Ilonse,10.3,3.0,,2.8,3.5,4.4,0.0,0,0,345,65.55,73.89
518,Nice,6073,Isola,10.6,1.7,21710.0,3.2,6.66,12.6,24.6,0,0,345,744.28,437.1
519,Nice,6074,Lantosque,10.3,19.3,21410.0,6.3,26.79,9.4,69.6,0,0,345,51.34,55.82
520,Nice,6075,Levens,14,7.2,25260.0,6.2,172.74,10.6,26.8,0,0,345,23.34,32.92
521,Nice,6080,Marie,13.4,6.6,,2.9,7.09,5.1,0.0,0,0,345,,
522,Nice,6088,Nice,18.1,13.7,21570.0,9.3,4841.24,13.9,82.5,1,0,345,,
523,Nice,6102,Rimplas,10.3,10.1,,3.0,5.32,9.2,134.6,0,0,345,67.0,77.69
524,Nice,6103,Roquebillière,10.6,8.2,21340.0,5.4,70.08,10.7,32.4,0,0,345,56.31,65.07
525,Nice,6109,La Roquette-sur-Var,13.4,11.6,23460.0,6.3,236.25,7.2,25.9,0,0,345,31.52,37.69
526,Nice,6110,Roubion,10.6,4.7,17360.0,4.3,4.25,13.2,0.0,0,0,345,76.54,88.8
527,Nice,6111,Roure,10.3,1.6,,2.7,2.8,9.9,0.0,0,0,345,683.22,407.27
528,Nice,6114,Saint-André-de-la-Roche,18.3,5.3,22450.0,7.6,1993.79,13.9,32.9,0,0,345,8.11,13.87
529,Nice,6117,Saint-Blaise,16,3.8,26960.0,5.9,170.88,13.4,0.0,0,0,345,208.73,246.48
530,Nice,6119,Saint-Dalmas-le-Selvage,10.3,5.0,,4.8,1.28,5.2,0.0,0,0,345,97.34,107.17
531,Nice,6120,Saint-Étienne-de-Tinée,10.6,3.3,23970.0,3.9,7.72,12.4,0.0,0,0,345,89.83,97.94
532,Nice,6121,Saint-Jean-Cap-Ferrat,24.2,3.5,25340.0,5.7,588.4,10.0,11.5,0,0,345,10.47,23.74
533,Nice,6122,Saint-Jeannet,15.2,6.9,27840.0,6.2,294.73,12.5,22.9,0,0,345,172.86,174.61
534,Nice,6123,Saint-Laurent-du-Var,17.8,9.7,24360.0,6.4,3063.47,11.3,41.5,0,0,345,11.69,19.86
535,Nice,6126,Saint-Martin-du-Var,15.6,5.0,24210.0,7.8,602.68,13.2,26.0,0,0,345,25.7,33.91
536,Nice,6127,Saint-Martin-Vésubie,10.6,5.2,21270.0,4.8,14.26,11.9,41.1,0,0,345,67.0,79.73
537,Nice,6129,Saint-Sauveur-sur-Tinée,10.6,11.2,22120.0,5.0,9.32,13.4,0.0,0,0,345,,
538,Nice,6144,La Tour,10.3,9.6,21370.0,4.3,14.69,6.2,34.8,0,0,345,716.09,449.33
539,Nice,6146,Tournefort,10.3,11.8,24490.0,4.7,14.75,3.3,0.0,0,0,345,43.28,46.04
540,Nice,6147,Tourrette-Levens,15.6,11.2,26240.0,5.6,288.48,8.7,23.5,0,0,345,15.1,23.11
541,Nice,6149,La Trinité,16.2,6.3,22350.0,6.5,689.66,6.5,64.0,0,0,345,8.13,14.64
542,Nice,6151,Utelle,10.3,9.9,22120.0,4.5,12.41,13.6,29.8,0,0,345,51.4,56.17
543,Nice,6153,Valdeblore,10.6,8.7,20870.0,4.9,8.86,11.8,58.4,0,0,345,,
544,Nice,6156,Venanson,10.3,7.0,19100.0,4.3,10.28,15.5,0.0,0,0,345,70.58,85.64
545,Nice,6157,Vence,16.7,9.2,25120.0,5.5,495.28,13.6,40.0,0,0,345,22.84,33.21
546,Nice,6159,Villefranche-sur-Mer,23.1,5.4,26690.0,5.1,1018.16,9.6,40.3,0,0,345,6.86,16.58
547,Orléans,45043,Bou,11.2,6.6,27720.0,5.9,160.48,7.5,22.7,0,0,70,1017.53,548.91
548,Orléans,45072,Chanteau,11.4,2.0,26530.0,6.4,56.44,5.6,24.9,0,0,70,10.84,18.2
549,Orléans,45034,Boigny-sur-Bionne,11.2,2.0,26860.0,5.3,279.2,5.0,22.5,0,0,70,10.74,16.93
550,Orléans,45100,Combleux,12.3,6.0,33190.0,6.4,454.55,6.0,0.0,0,0,70,8.58,19.47
551,Orléans,45147,Fleury-les-Aubrais,11.7,5.7,21170.0,7.3,2122.57,12.1,134.3,0,0,70,5.68,11.67
552,Orléans,45075,La Chapelle-Saint-Mesmin,12,7.4,23880.0,6.1,1135.33,8.8,63.7,0,0,70,6.47,11.85
553,Orléans,45194,Mardié,12.5,6.0,26450.0,5.5,174.05,9.6,29.7,0,0,70,16.92,23.83
554,Orléans,45197,Marigny-les-Usages,11.2,5.1,27110.0,5.5,187.42,9.3,4.4,0,0,70,14.13,20.79
555,Orléans,45232,Olivet,12.2,4.8,27680.0,14.0,976.71,18.3,37.8,0,0,70,6.23,12.96
556,Orléans,45169,Ingré,11.9,4.7,24890.0,6.7,468.99,11.2,69.0,0,0,70,6.12,12.43
557,Orléans,45235,Ormes,13.3,4.9,25700.0,6.5,239.39,8.4,26.4,0,0,70,265.12,167.75
558,Orléans,45272,Saint-Cyr-en-Val,12.4,7.1,27790.0,6.7,76.74,8.5,43.4,0,0,70,11.34,18.11
559,Orléans,45274,Saint-Denis-en-Val,12.1,3.4,27310.0,6.2,447.6,8.3,33.4,0,0,70,7.27,14.5
560,Orléans,45282,Saint-Hilaire-Saint-Mesmin,11.3,9.1,28370.0,5.0,221.13,10.8,34.0,0,0,70,7.59,14.57
561,Orléans,45284,Saint-Jean-de-Braye,12.1,6.0,22100.0,8.7,1583.94,11.9,105.5,0,0,70,6.96,14.57
562,Orléans,45089,Chécy,11.6,4.9,25770.0,5.4,568.26,8.6,48.1,0,0,70,14.23,19.66
563,Orléans,45286,Saint-Jean-le-Blanc,12.3,4.9,26090.0,8.0,1218.05,12.0,88.5,0,0,70,5.32,9.88
564,Orléans,45298,Saint-Pryvé-Saint-Mesmin,12.2,7.2,25330.0,6.2,694.94,11.3,63.4,0,0,70,3.5,8.94
565,Orléans,45302,Saran,11.5,4.7,22590.0,7.5,850.97,8.9,97.2,0,0,70,,
566,Orléans,45308,Semoy,11.4,4.8,26890.0,5.0,411.67,5.2,41.3,0,0,70,,
567,Orléans,45234,Orléans,12.3,9.9,21370.0,13.9,4240.62,19.9,122.4,1,0,70,,
568,Orléans,45285,Saint-Jean-de-la-Ruelle,11.8,9.5,20010.0,7.6,2720.33,9.7,138.6,0,0,70,2.92,6.32
569,Paris,92073,Suresnes,24.5,6.0,31810.0,7.6,12922.11,13.2,40.7,0,1,0,12.05,25.19
570,Paris,92075,Vanves,24.1,7.3,30770.0,9.9,17508.75,12.8,31.0,0,1,0,7.63,19.35
571,Paris,92076,Vaucresson,21.5,6.4,41320.0,7.9,2763.23,9.7,24.3,0,1,0,17.75,30.59
572,Paris,92072,Sèvres,22.8,4.6,33680.0,7.3,5799.49,12.0,42.4,0,1,0,12.11,24.18
573,Paris,92078,Villeneuve-la-Garenne,18.4,3.2,18570.0,9.2,7928.44,5.2,129.3,0,1,0,10.55,25.46
574,Paris,93001,Aubervilliers,18.5,5.8,15330.0,9.8,15529.48,14.5,227.8,0,1,0,8.17,21.54
575,Paris,93005,Aulnay-sous-Bois,18,4.1,18710.0,9.5,5316.98,9.5,175.5,0,1,0,22.43,33.04
576,Paris,93006,Bagnolet,20.1,7.4,19060.0,9.3,15140.77,13.1,148.1,0,1,0,7.58,21.32
577,Paris,93007,Le Blanc-Mesnil,17,4.4,17460.0,9.8,7192.22,10.1,177.0,0,1,0,18.93,30.93
578,Paris,93008,Bobigny,17.6,4.8,16330.0,10.3,8096.47,10.2,203.6,0,1,0,11.32,26.94
579,Paris,93010,Bondy,17.1,7.9,17210.0,8.8,9619.09,8.9,227.6,0,1,0,15.18,28.74
580,Paris,75056,Paris,29.1,9.5,29730.0,11.0,20238.24,15.6,0.0,1,1,0,,
581,Paris,93014,Clichy-sous-Bois,15.5,5.5,15260.0,10.2,7433.75,7.5,264.6,0,1,0,19.52,34.49
582,Paris,93015,Coubron,16.6,7.9,27100.0,6.8,1234.88,9.3,68.7,0,1,0,22.9,39.57
583,Paris,93027,La Courneuve,17.5,4.6,15150.0,10.1,6288.0,10.7,178.3,0,1,0,12.07,28.52
584,Paris,93029,Drancy,17.4,6.7,18660.0,8.9,9149.1,9.7,210.4,0,1,0,12.69,28.97
585,Paris,93030,Dugny,16.7,5.6,17070.0,10.5,2904.62,9.3,212.6,0,1,0,18.2,30.5
586,Paris,93031,Épinay-sur-Seine,16.5,6.4,17880.0,9.5,11628.04,9.8,167.3,0,1,0,15.25,29.66
587,Paris,93032,Gagny,16.9,5.1,23090.0,8.6,5910.15,9.6,118.9,0,1,0,17.86,33.77
588,Paris,93033,Gournay-sur-Marne,17.6,6.0,29930.0,6.8,4048.24,9.3,43.8,0,1,0,22.59,31.89
589,Paris,93039,L'Île-Saint-Denis,18,4.2,17740.0,10.1,4813.33,7.5,172.2,0,1,0,8.36,21.74
590,Paris,93045,Les Lilas,22.8,7.7,25490.0,7.7,18053.08,11.7,84.9,0,1,0,7.68,21.12
591,Paris,93046,Livry-Gargan,17,6.9,21750.0,8.0,6220.0,11.5,158.3,0,1,0,18.49,32.22
592,Paris,93047,Montfermeil,16.6,3.7,20870.0,9.4,5181.48,7.7,193.0,0,1,0,20.05,37.34
593,Paris,93013,Le Bourget,17.6,10.8,17230.0,8.9,7062.86,12.8,155.9,0,1,0,16.55,26.67
594,Paris,93049,Neuilly-Plaisance,19.1,5.7,26590.0,9.1,6298.53,12.8,77.7,0,1,0,19.33,29.45
595,Paris,93050,Neuilly-sur-Marne,16.9,3.7,21000.0,8.5,5439.28,10.2,123.9,0,1,0,22.02,30.72
596,Paris,93051,Noisy-le-Grand,18.1,5.0,23490.0,9.0,5455.35,11.4,110.3,0,1,0,20.73,29.29
597,Paris,93053,Noisy-le-Sec,17.8,5.9,18450.0,8.7,9218.8,9.8,162.9,0,1,0,13.47,27.13
598,Paris,93055,Pantin,21,4.2,19740.0,8.3,12160.0,13.2,133.3,0,1,0,7.97,20.95
599,Paris,93057,Les Pavillons-sous-Bois,16.8,7.5,21890.0,8.7,8332.76,13.6,149.2,0,1,0,16.3,29.66
600,Paris,93059,Pierrefitte-sur-Seine,17.1,5.7,16080.0,10.1,9523.24,11.1,200.8,0,1,0,15.31,29.8
601,Paris,93061,Le Pré-Saint-Gervais,21.2,8.2,21600.0,8.4,24092.86,13.8,107.9,0,1,0,7.41,20.61
602,Paris,93062,Le Raincy,18.3,8.1,28820.0,8.3,6762.27,14.1,77.1,0,1,0,16.72,31.39
603,Paris,93063,Romainville,18.7,6.1,21110.0,7.9,9784.12,9.6,149.7,0,1,0,9.58,23.22
604,Paris,93064,Rosny-sous-Bois,18.3,8.7,21820.0,8.5,7738.14,12.8,148.4,0,1,0,20.12,26.9
605,Paris,93066,Saint-Denis,18.4,6.5,16620.0,11.0,9188.87,12.8,185.0,0,1,0,10.74,23.18
606,Paris,93048,Montreuil,20.6,5.8,21150.0,8.6,12523.03,12.2,155.0,0,1,0,10.35,25.18
607,Paris,93071,Sevran,17,4.7,17300.0,9.5,7102.05,7.3,185.1,0,1,0,21.15,36.34
608,Paris,93072,Stains,17,6.1,16130.0,9.8,7473.89,8.3,215.8,0,1,0,15.2,27.73
609,Paris,93073,Tremblay-en-France,16.6,4.7,21420.0,9.1,1663.88,9.8,113.6,0,1,0,,
610,Paris,93074,Vaujours,16.2,8.1,23430.0,8.5,1967.89,11.2,120.9,0,1,0,22.23,37.25
611,Paris,93077,Villemomble,18,6.9,23920.0,8.1,7583.0,11.3,115.8,0,1,0,14.63,27.56
612,Paris,92077,Ville-d'Avray,22.3,6.9,38490.0,7.7,2890.27,11.7,22.5,0,1,0,14.64,30.15
613,Paris,93079,Villetaneuse,16,6.0,16640.0,11.0,5505.65,10.1,192.5,0,1,0,14.16,28.73
614,Paris,94001,Ablon-sur-Seine,16.9,8.8,24000.0,7.7,5405.45,11.5,75.4,0,1,0,18.69,38.45
615,Paris,94002,Alfortville,19.7,8.2,22360.0,8.1,12174.59,11.5,120.1,0,1,0,10.69,21.64
616,Paris,94003,Arcueil,21,6.5,23560.0,10.8,9372.61,13.4,105.7,0,1,0,7.09,20.31
617,Paris,94004,Boissy-Saint-Léger,17.6,5.5,21400.0,10.7,1974.16,12.6,116.0,0,1,0,26.22,33.5
618,Paris,94011,Bonneuil-sur-Marne,17.9,3.6,19530.0,10.1,3409.09,7.7,134.4,0,1,0,17.33,28.34
619,Paris,94015,Bry-sur-Marne,19.3,5.7,31250.0,9.2,5117.65,11.2,50.1,0,1,0,17.18,25.32
620,Paris,94016,Cachan,20.6,5.4,25800.0,14.4,11330.37,12.4,71.2,0,1,0,8.64,23.3
621,Paris,94017,Champigny-sur-Marne,17.9,5.5,21260.0,9.6,6878.23,9.2,140.4,0,1,0,16.48,24.62
622,Paris,94018,Charenton-le-Pont,25,7.8,30250.0,8.2,15497.37,11.7,53.0,0,1,0,7.55,19.62
623,Paris,94019,Chennevières-sur-Marne,17.9,5.9,23910.0,8.4,3465.47,10.7,107.1,0,1,0,20.02,32.2
624,Paris,94021,Chevilly-Larue,18.7,5.3,22100.0,8.2,4839.52,8.2,101.6,0,1,0,11.96,24.7
625,Paris,94022,Choisy-le-Roi,18.2,5.3,20840.0,9.6,8542.41,10.8,120.8,0,1,0,13.8,29.22
626,Paris,94028,Créteil,18.8,3.7,21270.0,10.4,8086.0,12.3,135.2,0,1,0,14.84,25.39
627,Paris,94033,Fontenay-sous-Bois,21.3,7.6,25750.0,7.9,9252.14,10.3,91.0,0,1,0,18.28,26.85
628,Paris,94034,Fresnes,18.1,6.2,23940.0,10.1,7994.44,10.6,75.5,0,1,0,12.77,29.92
629,Paris,94037,Gentilly,21.9,6.3,22390.0,12.0,15873.33,14.8,114.6,0,1,0,6.62,18.99
630,Paris,94038,L'Haÿ-les-Roses,18.4,6.9,24990.0,8.7,8049.23,10.0,81.8,0,1,0,11.05,26.92
631,Paris,94041,Ivry-sur-Seine,21,6.3,19680.0,12.7,10491.97,15.0,117.4,0,1,0,7.95,20.02
632,Paris,94042,Joinville-le-Pont,21.8,4.5,29100.0,8.7,8875.22,10.5,60.4,0,1,0,12.5,23.15
633,Paris,94043,Le Kremlin-Bicêtre,21.6,8.9,23910.0,12.2,16253.33,14.6,96.6,0,1,0,8.03,21.43
634,Paris,94044,Limeil-Brévannes,17.3,6.0,22550.0,8.4,4057.83,14.7,109.4,0,1,0,20.1,30.55
635,Paris,94046,Maisons-Alfort,21.2,6.4,28010.0,9.2,10956.23,11.6,49.9,0,1,0,10.67,21.67
636,Paris,94047,Mandres-les-Roses,16.4,5.3,28200.0,7.7,1462.12,9.9,44.5,0,1,0,27.87,40.6
637,Paris,94048,Marolles-en-Brie,17.6,2.8,32140.0,8.1,1019.35,7.2,34.3,0,1,0,26.36,35.45
638,Paris,94052,Nogent-sur-Marne,22,8.4,33240.0,7.2,11954.29,12.8,51.5,0,1,0,15.56,24.99
639,Paris,94053,Noiseau,16.8,4.4,28950.0,7.5,1024.44,8.3,36.9,0,1,0,26.35,37.75
640,Paris,94054,Orly,17.4,4.7,19610.0,9.0,3654.03,10.5,156.2,0,1,0,22.8,31.02
641,Paris,94055,Ormesson-sur-Marne,17.6,5.2,29610.0,7.5,3100.0,6.3,36.7,0,1,0,21.09,33.77
642,Paris,94056,Périgny,15.6,2.1,29480.0,8.7,973.21,13.8,44.7,0,1,0,467.38,288.69
643,Paris,94058,Le Perreux-sur-Marne,20.6,8.5,31180.0,7.2,8553.25,12.2,48.3,0,1,0,17.91,26.93
644,Paris,94059,Le Plessis-Trévise,17.2,1.4,26100.0,7.9,4701.86,10.6,68.2,0,1,0,22.56,35.23
645,Paris,94060,La Queue-en-Brie,17.2,3.3,25520.0,9.2,1313.15,9.3,61.4,0,1,0,24.27,38.09
646,Paris,93070,Saint-Ouen-sur-Seine,20.3,10.3,20440.0,9.8,12373.72,14.2,124.5,0,1,0,6.98,18.77
647,Paris,94067,Saint-Mandé,26.7,8.7,36180.0,7.4,23550.0,12.3,42.8,0,1,0,8.78,20.17
648,Paris,94068,Saint-Maur-des-Fossés,20.9,6.1,32730.0,7.9,6735.8,11.0,49.2,0,1,0,14.44,27.85
649,Paris,94069,Saint-Maurice,22.9,8.0,28510.0,7.8,10430.71,14.2,51.0,0,1,0,8.52,17.03
650,Paris,94070,Santeny,17.4,3.5,30540.0,8.4,404.34,8.0,49.1,0,1,0,28.78,39.12
651,Paris,94071,Sucy-en-Brie,17.9,0.5,28120.0,8.6,2655.96,7.8,64.1,0,1,0,23.37,34.12
652,Paris,93078,Villepinte,16.7,4.3,19060.0,9.9,3723.56,9.1,150.2,0,1,0,28.04,35.51
653,Paris,91027,Athis-Mons,16.4,5.9,22380.0,8.0,4211.86,11.0,97.1,0,1,0,19.69,33.45
654,Paris,91326,Juvisy-sur-Orge,17,6.0,23520.0,9.1,8374.55,16.9,62.5,0,1,0,20.75,34.21
655,Paris,91432,Morangis,17,6.3,26260.0,8.2,2752.29,9.9,61.3,0,1,0,22.93,33.98
656,Paris,91479,Paray-Vieille-Poste,16.8,8.4,25300.0,7.8,1289.84,9.0,76.5,0,1,0,16.98,28.45
657,Paris,91589,Savigny-sur-Orge,16.6,7.8,25590.0,8.8,5338.71,11.1,68.6,0,1,0,24.46,33.22
658,Paris,91687,Viry-Châtillon,16,11.4,21860.0,7.7,5089.34,10.8,101.9,0,1,0,28.04,35.63
659,Paris,92002,Antony,20.3,6.5,32000.0,8.4,6586.67,11.5,40.0,0,1,0,13.31,33.42
660,Paris,92004,Asnières-sur-Seine,22.3,9.4,28370.0,8.6,18679.58,14.5,63.8,0,1,0,9.89,25.56
661,Paris,92007,Bagneux,20.6,4.4,21040.0,9.6,10404.52,10.5,98.8,0,1,0,8.24,21.4
662,Paris,92009,Bois-Colombes,22.1,6.7,32650.0,8.5,15665.79,14.1,34.7,0,1,0,10.3,26.23
